Alle Ereignislogmeldungen.
Datum:	2015-05-19 11:07:03
Systemname:	140-102896-2
Name der Steuerung:	192.168.1.2
Steuerungs-ID	140-102896

RobotWare:	5.61.2008
Key:	Pq4444ku65W-4444456a4iW4x#NdR58YwKVvA
Optionen:	
	RW Control module key
	RobotWare OS and English
	644-2 German
	709-x DeviceNet
		709-1 DeviceNet m/s
		840-2 PROFIBUS Fieldbus Adapter
		608-1 World Zones
		611-1 Path Recovery
		616-1 PC Interface
		617-1 FlexPendant Interface
		623-1 Multitasking

DriveModule1
Key:	jw2gFKxwee5
Optionen:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 140
			140T-6/0.8
			Drive System 09 120/140/1400/260
				No additional drive



Allgemeine Logmeldungen
SeqNr     	Typ 	Kategorie           	Fehlernummer	Bezeichnung                             	Datum               	Beschreibung	Argumente
7437      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 14:38:26 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7438      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-18 14:38:26 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7439      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 14:44:47 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7440      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 14:44:48 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7441      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-18 14:45:00 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7442      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-18 14:45:01 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7443      	I   	Betriebszustand     	10156   	Programm neu gestartet                  	2015-05-18 14:45:01 	Abarbeitung der Task T_ROB1 wurde an der Stelle neu gestartet, an der sie zuvor gestoppt wurde. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7444      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 14:45:11 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7445      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-18 14:45:11 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7446      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-18 14:45:12 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7447      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 14:45:13 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7448      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 14:45:14 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7449      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-18 14:45:19 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7450      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-18 14:45:19 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7451      	I   	Betriebszustand     	10151   	Programm gestartet.                     	2015-05-18 14:45:19 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7452      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-18 14:49:53 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7453      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 14:49:54 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7454      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-18 14:51:03 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7455      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-18 14:51:04 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7456      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-18 14:51:06 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7457      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-18 14:51:06 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7458      	I   	Betriebszustand     	10156   	Programm neu gestartet                  	2015-05-18 14:51:06 	Abarbeitung der Task T_ROB1 wurde an der Stelle neu gestartet, an der sie zuvor gestoppt wurde. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7459      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-18 14:52:02 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7460      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-18 14:52:02 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7461      	I   	Betriebszustand     	10230   	Backup-Schritt fertig                   	2015-05-18 15:31:46 	Der Backup-Schritt 'Vorbereitung' ist fertig.	{args: "0"}
7462      	I   	Betriebszustand     	10231   	Backup-Schritt fertig                   	2015-05-18 15:31:46 	Der Backup-Schritt 'Konfiguration' ist fertig.	{args: "1"}
7463      	I   	Betriebszustand     	10232   	Backup-Schritt fertig                   	2015-05-18 15:31:46 	Backup der Task ist fertig.	{args: "2"}
7464      	I   	Betriebszustand     	10045   	System neu gestartet                    	2015-05-19 07:44:58 	Ein bereits installiertes System wurde neu gestartet.	{args: }
7465      	W   	E/A und Kommunikation	71405   	Doppelte E/A-Einheitenzuordnung         	2015-05-19 07:45:01 	Das E/A-Signal <diSignal16> besitzt dieselbe Einheitenzuordnung wie das E/A-Signal <diSignal6>. 	{args: "diSignal16", "diSignal6"}
7466      	I   	Betriebszustand     	10013   	Not-Aus-Status                          	2015-05-19 07:45:24 	Das System befindet sich im Not-Aus-Status, da der MOTOREN-EIN-Kreis von einer Not-Aus-Vorrichtung geöffnet wurde. 	{args: }
7467      	I   	Betriebszustand     	10015   	Einrichtbetrieb gewählt                 	2015-05-19 07:45:24 	Das System befindet sich im Einrichtbetrieb.	{args: }
7468      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-19 07:45:24 	Der Programmzeiger von Task PvCom wurde zurückgesetzt.	{args: "2", "0", "PvCom"}
7469      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-19 07:45:24 	Der Programmzeiger von Task EntryControl wurde zurückgesetzt.	{args: "3", "0", "EntryControl"}
7470      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-19 07:45:24 	Der Programmzeiger von Task EntryControlLamp wurde zurückgesetzt.	{args: "4", "0", "EntryControlLamp"}
7471      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-19 07:45:24 	Der Programmzeiger von Task MachineSignals wurde zurückgesetzt.	{args: "5", "0", "MachineSignals"}
7472      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-19 07:45:24 	Der Programmzeiger von Task AF wurde zurückgesetzt.	{args: "6", "0", "AF"}
7473      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 07:47:27 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7474      	I   	Betriebszustand     	10230   	Backup-Schritt fertig                   	2015-05-19 07:48:48 	Der Backup-Schritt 'Vorbereitung' ist fertig.	{args: "0"}
7475      	I   	Betriebszustand     	10231   	Backup-Schritt fertig                   	2015-05-19 07:48:48 	Der Backup-Schritt 'Konfiguration' ist fertig.	{args: "1"}
7476      	I   	Betriebszustand     	10232   	Backup-Schritt fertig                   	2015-05-19 07:48:49 	Backup der Task ist fertig.	{args: "2"}
7477      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-19 07:50:51 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7478      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 07:51:42 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7479      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 07:51:43 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7480      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-19 07:52:08 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7481      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-19 07:52:08 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7482      	I   	Betriebszustand     	10150   	Programm gestartet                      	2015-05-19 07:52:08 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Kein Urheber gefunden.	{args: "1", "T_ROB1"}
7483      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 07:53:16 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7484      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-19 07:53:16 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7485      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 07:53:17 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7486      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 07:53:18 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7487      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-19 07:53:21 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7488      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-19 07:53:21 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7489      	I   	Betriebszustand     	10156   	Programm neu gestartet                  	2015-05-19 07:53:21 	Abarbeitung der Task T_ROB1 wurde an der Stelle neu gestartet, an der sie zuvor gestoppt wurde. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7490      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 07:53:30 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7491      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-19 07:53:30 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7492      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-19 07:53:33 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7493      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 07:53:35 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7494      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 07:53:36 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7495      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-19 07:53:56 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7496      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-19 07:53:56 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7497      	I   	Betriebszustand     	10151   	Programm gestartet.                     	2015-05-19 07:53:56 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7498      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 07:54:15 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7499      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-19 07:54:15 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7500      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 07:54:18 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7501      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 07:54:18 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7502      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-19 07:54:20 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7503      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-19 07:54:20 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7504      	I   	Betriebszustand     	10156   	Programm neu gestartet                  	2015-05-19 07:54:20 	Abarbeitung der Task T_ROB1 wurde an der Stelle neu gestartet, an der sie zuvor gestoppt wurde. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7505      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 07:54:32 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7506      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-19 07:54:32 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
7507      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-19 07:54:47 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7508      	I   	Betriebszustand     	10002   	Programmzeiger wurde zurückgesetzt      	2015-05-19 07:57:15 	Der Programmzeiger von Task T_ROB1 wurde zurückgesetzt.	{args: "1", "0", "T_ROB1"}
7509      	I   	Betriebszustand     	10010   	MOTOREN-AUS-Zustand                     	2015-05-19 07:57:26 	Das System ist im MOTOREN-AUS-Zustand. Es geht in diesen Zustand über, nachdem von Einrichtbetrieb auf Automatik umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis bei der Programmabarbeitung geöffnet wurde.	{args: }
7510      	I   	Betriebszustand     	10011   	MOTOREN-EIN-Zustand                     	2015-05-19 07:57:26 	Das System ist im MOTOREN-EIN-Zustand.	{args: }
7511      	I   	Betriebszustand     	10052   	Wiederanfahren gestartet                	2015-05-19 07:57:29 	Eine Wiederanfahrbewegung wurde gestartet.	{args: "0"}
7512      	I   	Betriebszustand     	10053   	Wiederanfahren fertig                   	2015-05-19 07:57:29 	Die Bewegung wurde wieder aufgenommen.	{args: "0"}
7513      	I   	Betriebszustand     	10151   	Programm gestartet.                     	2015-05-19 07:57:29 	Abarbeitung der Task T_ROB1 wurde mit der ersten Instruktion in der Einstiegsroutine der Task begonnen. Urheber ist ein externer Client.	{args: "1", "T_ROB1"}
7514      	I   	Betriebszustand     	10012   	Sicherheitsstopp-Zustand                	2015-05-19 07:57:40 	Das System ist im Sicherheitsstopp-Zustand. Es geht in diesen Zustand über, nachdem von Automatik auf Einrichtbetrieb umgestellt wurde oder nachdem der MOTOREN-EIN-Kreis durch Not-Aus, allgemeinen, automatischen oder übergeordneten Sicherheitshalt geöffnet wurde.	{args: }
7515      	I   	Betriebszustand     	10125   	Programm gestoppt                       	2015-05-19 07:57:40 	Die Task T_ROB1 wurde angehalten. Ursache: Ein externer oder interner Stopp.	{args: "1", "T_ROB1"}
